Commodity,PALLFNF,PEXGALL,PNFUEL,PFANDB,PFOOD,PBEVE,PINDU,PAGRI,PRAWM,PALLMETA,PMETA,PPMETA,PEXGMETA,PFERT,PNRG,POILAPSP,PNGAS,PCOAL,PALUM,PBANSOP,PBARL,PBEEF,PCOALAU,PCOALSA_USD,PCOCO,PCOFFOTM,PCOFFROB,PROIL,PCOPP,PCOTTIND,PFSHMEAL,PGNUTS,PHIDE,PIORECR,PLAMB,PLEAD,PLOGORE,PLOGSK,PMAIZMT,PNGASEU,PNGASJP,PNGASUS,PNICK,POILAPSP,POILBRE,POILDUB,POILWTI,POLVOIL,PORANG,PPOIL,PPORK,PPOULT,PRICENPQ,PRUBB,PSALM,PSAWMAL,PSAWORE,PSHRI,PSMEA,PSOIL,PSOYB,PSUGAISA,PSUGAUSA,PSUNO,PTEA,PTIN,PURAN,PWHEAMT,POATS,PSORG,PWOOLC,PWOOLF,PZINC,PLMMODY,PCOBA,PGOLD,PSILVER,PPALLA,PPLAT,PPROPANE,PUREA,PPOTASH,PDAP,PTOMATO,PMILK,PCHANA,PAPPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992M1,,,,57.08,57.73,49.37,52.72,58.39,67.25,37.32,46.95,28.02,44.53,,44.45,39.56,54.06,52.24,1181.23,569.73,73.42,116.64,39.50,31.00,1281.57,73.03,48.82,405.89,2150.58,59.62,541.02,661.96,70.70,14.31,107.76,515.67,132.59,188.17,109.59,2.38,3.80,1.44,7531.14,17.39,18.16,15.22,18.81,3261.65,1.50,316.50,51.77,47.80,276.00,36.35,5.47,577.77,214.72,4.96,193.36,420.42,208.61,8.42,21.38,554.58,175.28,5483.09,8.75,169.95,1.40,5.08,297.04,619.37,1157.66,,30920.00,354.70,4.12,82.94,341.19,,131.75,,166.50,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992M2,,,,56.88,57.84,45.51,53.99,58.34,68.25,38.02,48.32,28.05,45.84,,44.01,40.69,49.54,52.24,1270.75,606.27,71.28,114.49,39.50,31.00,1191.05,69.30,43.59,387.36,2208.89,56.30,537.85,675.00,67.84,14.31,111.27,505.75,141.60,197.30,113.92,2.38,3.55,1.18,7888.00,17.63,18.11,15.72,19.07,3198.40,1.42,315.67,54.73,46.52,278.00,36.80,5.36,599.19,225.15,5.02,192.56,424.39,211.16,7.84,21.58,525.67,162.51,5612.10,7.90,177.13,1.58,5.30,341.89,655.83,1135.48,,28250.00,353.78,4.15,85.42,362.12,,131.00,,164.75,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992M3,,,,56.47,57.47,44.74,54.02,58.04,68.62,37.60,48.22,27.34,45.72,,43.83,41.00,50.14,52.24,1282.02,606.30,72.64,111.11,39.50,31.00,1127.96,69.89,42.51,384.56,2231.79,55.33,527.96,660.23,69.77,14.31,108.61,523.15,142.10,189.57,116.68,2.38,3.45,1.26,7430.46,17.45,17.66,15.75,18.93,3104.06,1.43,327.24,52.38,47.14,277.00,37.51,5.26,602.24,231.24,5.02,194.94,446.44,216.14,8.25,21.36,566.88,165.44,5637.05,7.75,169.35,1.51,5.44,341.18,667.93,1217.77,,28330.00,344.18,4.11,84.46,356.94,,130.18,,158.00,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992M4,,,,55.25,56.21,43.99,55.44,57.48,72.56,37.58,48.63,26.89,46.02,,46.16,43.62,51.53,52.24,1317.13,418.99,75.23,108.17,39.50,31.00,1045.48,66.52,41.91,411.06,2214.17,57.99,544.83,645.45,75.95,14.31,112.46,533.26,154.70,188.39,109.06,2.34,3.45,1.39,7417.95,18.63,19.02,16.64,20.24,3161.99,1.36,333.03,50.26,47.03,279.00,38.93,5.17,616.38,258.08,5.12,192.28,430.12,211.30,9.46,21.36,582.81,192.87,5836.25,7.75,159.93,1.38,4.98,352.12,667.70,1304.95,,27020.00,338.69,4.05,83.31,347.30,,138.68,,152.14,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992M5,,,,56.43,57.69,41.66,55.35,58.48,72.33,37.53,48.61,26.83,46.05,,48.21,45.13,54.26,52.24,1306.71,425.83,84.78,107.76,39.50,31.00,995.31,60.80,38.15,405.58,2219.32,60.59,555.75,630.00,80.00,14.31,116.84,520.75,156.81,188.53,109.18,2.34,3.59,1.55,7333.95,19.52,19.98,17.59,21.00,3259.13,1.36,323.94,64.16,47.07,274.00,39.30,5.29,628.68,233.16,5.29,199.53,454.15,220.37,9.61,21.03,566.23,211.22,6113.16,7.55,149.69,1.41,4.98,367.36,663.07,1377.74,,26500.00,337.10,4.07,82.84,358.59,,150.24,,151.05,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992M6,,,,55.97,57.29,40.43,55.75,58.22,73.43,37.75,48.73,27.13,46.18,,50.65,47.45,55.37,50.69,1275.27,404.45,84.89,105.90,39.50,29.00,962.63,59.45,37.19,450.30,2296.44,63.89,533.52,632.73,85.27,14.31,119.21,551.02,167.06,191.29,110.20,2.34,3.72,1.59,7202.36,20.87,21.19,19.01,22.41,3335.56,1.29,333.85,60.98,47.54,266.00,39.87,4.91,610.79,231.97,5.34,201.30,467.60,224.39,10.35,20.89,581.52,201.56,6632.00,7.75,148.67,1.36,4.72,364.88,633.89,1385.41,,24750.00,341.02,4.06,80.64,369.13,,149.27,,144.64,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992M7,,,,56.57,57.77,42.40,57.42,58.81,74.01,39.20,50.82,27.97,48.09,,49.90,44.90,57.93,49.14,1314.35,432.54,77.37,106.43,39.50,27.00,1105.24,58.35,39.10,456.72,2527.29,65.29,533.75,660.00,83.14,14.31,123.69,633.25,177.22,184.48,102.39,2.39,3.94,1.68,7516.17,20.19,20.33,18.49,21.76,3454.20,1.22,315.67,61.04,48.30,279.00,40.12,5.94,609.62,236.24,5.61,192.64,425.05,208.10,10.31,21.09,568.60,206.41,6980.50,7.75,136.32,1.30,4.28,363.09,595.28,1320.41,,21670.00,352.25,3.97,87.02,383.12,0.34,139.61,,138.83,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992M8,,,,58.39,59.72,42.60,56.60,60.14,72.03,38.62,50.47,27.17,47.64,,49.71,43.32,61.04,49.14,1305.55,620.71,77.04,110.92,39.50,27.00,1182.11,53.35,39.00,424.65,2513.47,59.75,533.15,660.00,77.19,14.31,125.80,655.28,195.97,183.51,97.54,2.39,3.96,1.91,7279.75,19.66,19.79,17.80,21.37,3490.25,1.13,315.67,65.62,48.85,269.00,39.85,7.07,607.43,227.33,6.15,190.18,405.43,202.87,9.86,21.29,543.49,221.06,6784.21,8.05,128.17,1.23,4.26,351.25,568.94,1363.40,,19630.00,342.89,3.82,85.53,359.55,0.35,133.19,,138.76,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992M9,,,,58.12,59.45,42.36,55.47,59.83,71.43,38.05,49.13,27.33,46.47,,51.18,44.46,63.40,49.14,1270.21,511.70,83.57,110.69,39.50,27.00,1118.93,51.67,40.91,395.56,2419.61,56.65,490.82,640.00,76.09,14.31,124.77,624.84,192.84,194.74,98.22,2.39,3.98,2.09,6918.57,20.19,20.29,18.38,21.89,3342.78,1.14,323.32,53.85,48.89,256.00,39.65,7.89,606.17,231.18,6.15,194.99,414.03,202.89,9.31,21.55,554.74,221.01,6643.33,8.75,138.74,1.40,4.26,349.29,572.72,1367.12,,18781.25,345.01,3.77,90.90,362.14,0.37,131.27,,137.23,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992M10,,,,55.79,57.03,41.08,53.30,57.84,71.71,36.49,45.98,27.32,43.65,,51.36,44.86,66.89,47.53,1180.84,389.60,82.21,113.39,37.25,27.00,1071.48,50.83,40.88,355.03,2262.46,53.12,438.86,640.00,78.25,14.31,117.35,540.45,195.91,207.83,94.56,2.35,3.87,2.42,6322.50,20.05,20.31,18.14,21.71,2986.24,1.01,326.41,53.76,47.90,250.00,40.37,6.94,600.25,243.96,6.15,199.87,413.59,197.68,8.71,21.63,567.98,200.79,6025.91,10.25,140.58,1.34,4.11,335.47,535.26,1158.36,,15350.00,344.89,3.75,94.69,358.07,0.35,130.45,,136.68,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992M11,,,,54.84,55.85,42.93,51.94,57.07,72.12,35.12,43.91,26.62,41.82,,48.79,43.73,64.95,45.93,1162.21,380.03,82.12,115.24,35.00,27.00,1076.38,52.51,44.75,326.69,2161.79,52.69,463.42,640.00,79.35,14.31,106.64,462.05,198.05,205.99,95.17,2.35,3.84,2.28,5593.71,18.90,19.20,17.14,20.35,2747.90,0.96,341.29,56.06,49.29,252.00,40.14,6.04,623.68,244.61,5.39,199.12,444.45,205.21,8.56,21.38,568.19,203.64,5735.71,10.50,147.57,1.41,4.22,320.10,508.04,1052.24,,16312.50,335.05,3.77,94.46,356.11,0.33,130.81,,135.29,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992M12,,,,54.72,55.14,49.79,52.70,57.02,72.62,35.57,44.79,26.66,42.65,,46.99,41.56,63.83,45.93,1209.02,310.85,79.55,115.29,35.00,27.00,1034.90,75.14,49.88,457.77,2211.95,54.00,511.72,646.52,83.16,14.31,110.67,456.70,195.07,240.49,94.04,2.35,3.78,2.21,5751.19,17.98,18.27,16.22,19.45,2793.15,0.95,331.37,53.17,49.25,256.00,40.08,5.48,604.35,238.09,5.50,204.84,452.61,208.91,8.15,21.08,565.48,235.12,5765.81,10.00,147.83,1.45,4.33,310.70,512.94,1061.48,,15875.00,334.81,3.73,106.63,361.97,0.31,132.00,,136.00,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993M1,,,,55.66,56.27,48.49,52.55,57.90,73.02,35.18,44.41,26.25,42.31,,45.79,40.33,62.27,45.93,1208.10,524.92,75.08,106.80,35.00,27.00,1035.57,71.82,47.66,425.93,2264.21,57.29,503.41,670.00,83.30,12.58,110.20,436.90,202.45,240.04,94.10,2.70,3.61,1.95,5948.10,17.31,17.51,15.32,19.09,2757.83,0.79,338.81,59.14,50.48,262.00,41.09,5.25,605.35,225.02,6.37,203.32,468.04,212.33,8.24,20.76,582.52,239.49,5913.10,9.80,155.65,1.44,4.33,312.39,495.22,1067.57,,15505.00,329.03,3.68,109.74,359.14,0.34,133.00,,134.00,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993M2,,,,55.29,56.09,45.75,53.52,58.08,77.01,35.07,44.19,26.26,42.10,,46.48,42.55,59.83,43.07,1203.15,585.61,74.83,108.32,31.00,27.00,990.99,67.44,46.79,419.78,2212.18,60.55,424.40,693.50,80.31,12.58,105.26,415.00,218.73,286.70,94.25,2.70,3.68,1.74,6050.75,18.19,18.45,16.05,20.08,2587.66,0.69,351.21,62.98,51.05,254.00,40.57,5.07,618.11,253.74,6.42,195.97,456.80,210.03,8.56,21.05,570.79,203.56,5792.75,10.10,148.88,1.39,4.29,309.68,469.37,1073.63,,15958.33,329.30,3.66,110.60,359.02,0.33,137.50,,128.25,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993M3,,,,56.78,57.82,44.50,53.21,59.61,78.79,34.51,43.04,26.26,41.04,,48.08,42.99,65.12,43.07,1150.48,659.00,75.16,114.59,31.00,27.00,977.32,64.68,46.33,435.22,2152.38,61.45,422.92,772.61,81.53,12.58,112.07,405.43,219.91,345.34,97.54,2.70,3.60,2.17,5974.91,18.50,18.84,16.31,20.34,2628.83,0.79,337.16,65.60,52.18,230.00,38.47,4.93,616.81,263.16,6.53,199.39,462.75,214.12,10.62,21.57,574.59,190.48,5666.30,10.20,147.90,1.37,4.32,309.67,469.37,996.76,,16125.00,330.10,3.65,106.51,350.46,0.34,145.87,,116.13,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993M4,,,,57.48,58.74,42.57,53.62,60.91,84.11,34.29,41.50,27.31,39.85,,48.54,41.99,67.56,43.07,1110.28,563.70,77.45,117.57,31.00,27.00,1010.75,58.41,44.62,454.70,1953.62,61.07,424.59,780.00,85.24,12.58,121.77,422.11,242.24,463.41,100.49,2.61,3.82,2.33,5987.50,18.49,18.78,16.39,20.28,2783.90,0.91,323.94,63.73,53.51,206.00,37.39,5.46,645.42,284.55,6.53,204.27,468.26,217.68,11.15,21.69,607.14,177.75,5596.50,10.35,141.99,1.45,4.30,328.92,429.69,1006.00,,15275.00,342.06,3.96,114.20,368.01,0.34,150.45,,114.50,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993M5,,,,58.38,59.65,43.38,54.15,62.33,89.05,34.70,40.28,29.30,39.00,,47.48,41.30,64.82,43.07,1125.42,461.60,77.46,121.39,31.00,27.00,998.07,61.66,45.90,436.65,1799.35,60.17,395.28,812.38,83.02,12.58,127.25,407.66,261.77,520.81,99.22,2.60,3.80,2.14,5777.79,18.23,18.58,16.12,19.99,2787.13,1.02,305.76,66.60,56.33,185.00,36.94,5.85,776.63,292.74,6.53,211.56,467.38,221.49,11.83,21.36,640.15,172.86,5505.47,10.10,136.58,1.40,4.26,337.01,468.13,979.26,,14800.00,366.67,4.46,119.63,385.16,0.33,151.43,,121.90,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993M6,,,,57.79,59.03,43.23,53.88,61.61,87.41,35.01,40.56,29.65,39.24,,45.84,39.77,62.67,43.07,1168.09,389.56,75.30,124.49,31.00,27.00,941.69,63.19,46.69,441.49,1857.87,58.48,376.43,931.82,78.35,12.58,131.17,397.06,272.81,493.82,92.73,2.60,3.79,1.97,5544.32,17.47,17.63,15.64,19.12,2721.53,1.13,294.19,68.31,55.93,189.00,36.78,5.79,803.57,275.36,6.53,210.53,470.25,221.91,10.40,21.39,649.86,166.67,5115.45,10.30,121.82,1.34,4.03,327.79,470.06,928.23,,13687.50,371.81,4.37,127.24,383.02,0.33,146.18,,122.91,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993M7,,,,58.30,59.30,46.51,54.12,62.14,88.13,35.95,40.60,31.45,39.60,,43.94,37.60,63.19,43.07,1203.18,350.73,74.03,127.94,31.00,27.00,1058.64,70.48,48.96,461.01,1927.34,57.99,375.25,930.00,71.58,12.58,130.10,389.64,252.88,467.02,101.89,2.55,3.76,2.05,5051.18,16.30,16.81,14.21,17.88,2694.24,1.19,299.14,65.46,56.70,210.00,36.68,5.40,829.75,306.99,6.28,250.73,534.84,258.84,9.68,21.89,695.05,165.19,4978.55,9.90,127.52,1.44,4.38,324.38,464.93,930.07,,12875.00,392.40,5.02,139.62,403.65,0.31,135.64,,119.36,0.00,11.66,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993M8,,,,57.94,58.52,51.08,52.69,61.39,84.69,35.09,39.97,30.37,38.93,,44.75,37.76,66.10,43.07,1172.76,316.91,69.69,127.17,31.00,27.00,1087.17,76.19,57.77,455.04,1951.07,55.50,388.36,945.45,76.07,12.58,129.77,389.88,234.44,450.47,100.31,2.55,3.63,2.32,4740.48,16.49,16.84,14.65,18.00,2685.46,1.19,294.19,68.43,57.93,210.00,37.34,5.05,835.60,271.03,6.13,239.49,519.63,246.64,9.34,21.94,698.11,166.61,4819.00,10.05,129.80,1.40,4.45,313.93,450.74,886.83,,12175.00,378.70,4.84,135.79,391.90,0.31,125.05,,124.05,0.00,11.43,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993M9,,,,58.03,58.21,55.96,51.43,61.41,84.26,33.24,38.38,28.27,37.17,,43.52,36.08,64.61,43.07,1116.91,350.76,64.41,124.01,31.00,27.00,1263.30,81.12,62.89,470.98,1858.25,55.16,389.89,1145.91,84.17,12.58,132.62,376.34,226.22,384.00,101.03,2.55,3.50,2.25,4376.05,15.93,16.14,14.13,17.53,2743.60,1.23,290.88,68.98,57.58,206.00,37.33,4.73,851.10,280.96,5.77,219.99,517.64,236.06,9.54,21.96,713.94,180.02,4510.68,10.20,131.29,1.37,4.40,310.83,423.51,875.73,,12333.33,354.40,4.22,121.49,362.46,0.30,119.36,,130.00,0.00,11.61,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993M10,,,,57.39,57.63,54.50,50.51,60.86,84.34,32.93,37.06,28.93,36.08,,43.75,37.68,61.10,43.07,1089.43,330.69,60.95,121.06,31.00,27.00,1290.47,76.64,59.02,472.12,1647.00,54.91,387.33,1150.00,81.86,12.58,130.90,386.07,214.47,378.13,105.77,2.54,3.36,2.04,4464.86,16.52,16.64,14.75,18.17,2706.44,1.19,275.18,66.79,55.67,257.00,36.20,4.35,851.33,295.72,5.83,211.49,501.77,226.09,10.29,21.87,756.53,196.49,4687.24,10.18,135.96,1.38,4.56,316.62,454.84,918.57,,12216.67,362.38,4.34,129.65,367.91,0.29,117.76,,138.86,0.00,11.54,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993M11,,,,58.00,58.19,55.77,49.87,61.20,82.90,33.24,36.75,29.84,35.88,,42.26,35.22,64.76,43.07,1040.02,368.27,63.85,119.84,31.00,27.00,1321.78,79.24,61.62,503.43,1632.57,54.91,373.16,1150.00,80.39,12.58,128.80,401.64,211.29,333.36,115.93,2.54,3.41,2.30,4642.27,15.24,15.24,13.79,16.69,2665.22,1.05,297.70,60.68,55.08,323.00,36.70,3.94,835.17,294.07,5.83,227.76,555.34,243.93,10.07,21.87,792.56,182.20,4643.82,9.90,146.50,1.33,5.14,325.50,497.77,929.39,,11650.00,374.17,4.53,127.90,374.41,0.28,121.82,,150.18,0.00,11.73,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993M12,,,,59.53,59.73,57.18,51.31,62.57,83.13,34.59,38.66,30.65,37.73,,38.45,31.14,61.48,42.69,1091.35,414.56,68.31,111.66,31.00,26.50,1359.51,82.55,62.42,554.24,1723.63,58.74,393.21,1150.00,82.18,12.58,129.47,460.38,225.25,304.66,121.23,2.54,3.21,2.12,5139.80,13.43,13.56,12.22,14.51,2681.78,1.06,337.57,57.53,53.67,315.00,36.98,4.31,830.07,285.96,5.88,223.82,615.09,252.52,10.52,22.00,904.84,186.30,4781.70,9.85,158.65,1.32,5.43,320.03,465.45,975.53,,13400.00,383.30,4.97,124.50,383.17,0.25,126.11,,159.78,0.00,11.57,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994M1,,,,60.29,60.81,54.10,52.97,63.50,85.23,35.50,40.15,30.99,39.12,,39.82,33.02,61.89,43.07,1170.00,532.64,74.62,109.84,31.00,27.00,1263.63,79.58,59.92,580.65,1807.07,67.94,395.87,1150.00,78.60,11.45,130.45,491.40,227.12,294.80,126.72,2.22,3.07,2.38,5584.05,14.12,14.27,13.08,15.01,2686.82,1.08,334.68,62.40,52.80,354.00,36.70,4.33,774.17,305.16,5.88,217.13,651.24,255.60,10.30,22.00,891.04,164.45,4950.71,9.45,153.21,1.36,5.52,320.10,542.31,998.60,,20750.00,387.08,5.15,124.25,387.80,0.26,131.10,,161.67,0.00,11.50,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994M2,,,,60.98,61.48,55.02,55.17,64.60,89.06,36.13,41.69,30.75,40.58,,40.42,31.85,66.97,43.07,1270.53,666.90,72.29,113.11,31.00,27.00,1226.59,83.20,60.66,576.66,1865.08,79.97,398.37,1150.00,76.33,11.45,130.23,484.45,239.64,303.40,123.65,2.22,3.17,2.74,5830.10,13.76,13.77,12.75,14.77,2661.50,1.06,319.80,67.84,53.63,363.00,38.72,4.49,758.36,305.16,5.88,215.25,627.21,249.68,10.82,21.94,792.11,173.63,5442.45,9.45,147.04,1.30,5.41,338.13,606.03,969.75,,21166.67,382.30,5.25,131.85,394.02,0.29,135.35,,160.75,0.00,11.66,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994M3,,,,60.54,60.72,58.43,55.25,64.22,89.13,36.28,41.79,30.95,40.74,,38.31,30.90,58.94,42.00,1287.70,505.62,68.29,122.03,29.50,27.00,1307.19,87.01,64.84,597.80,1913.17,81.77,393.37,958.26,77.68,11.45,131.23,451.09,228.72,310.50,120.11,2.22,3.16,2.13,5590.43,13.50,13.77,12.08,14.65,2683.40,1.09,326.41,62.63,55.45,274.00,41.40,4.59,770.99,285.63,6.58,213.48,633.39,250.55,11.73,21.95,770.20,186.50,5405.52,9.30,141.04,1.28,5.24,379.25,609.58,937.61,,24416.67,383.88,5.43,133.00,400.28,0.28,141.78,,170.09,0.00,11.84,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994M4,,,,60.50,60.46,60.96,56.38,64.88,94.53,35.73,41.21,30.44,40.19,,40.65,34.44,57.73,42.00,1277.29,496.04,66.89,119.19,29.50,27.00,1244.00,90.94,71.47,597.51,1881.37,83.25,378.37,940.00,79.25,11.45,130.00,440.42,236.35,362.20,113.42,2.24,3.11,2.04,5400.26,15.06,15.09,13.75,16.35,2668.77,1.02,358.64,59.98,56.00,269.00,43.03,5.20,819.89,315.97,6.66,207.52,613.99,242.76,11.01,22.04,757.89,186.31,5383.05,9.25,140.45,1.19,4.89,376.82,645.79,924.34,,24875.00,377.32,5.31,133.52,397.90,0.29,144.48,,175.62,0.00,11.69,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994M5,,,,61.28,60.17,74.38,58.75,65.67,95.37,37.38,44.20,30.79,42.89,,42.61,37.09,56.34,43.36,1321.05,375.77,68.55,108.44,31.40,27.00,1378.69,117.17,91.43,601.16,2144.50,86.04,389.78,905.00,88.88,11.45,126.59,475.86,228.79,345.50,110.60,2.24,3.11,1.93,6082.86,16.35,16.42,14.79,17.83,2705.24,0.96,403.27,60.57,58.94,235.00,44.42,5.43,855.10,296.72,6.77,210.81,637.14,250.23,11.58,22.18,756.99,183.96,5493.48,9.25,140.15,1.16,4.88,398.37,719.63,956.71,,23562.50,381.59,5.42,135.97,398.01,0.30,139.55,,169.91,0.00,11.41,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994M6,,,,61.38,59.48,83.91,61.42,66.16,98.50,38.75,46.68,31.09,45.10,,44.49,38.85,57.65,46.09,1402.36,250.51,67.78,101.26,33.60,28.50,1458.95,133.36,106.00,597.68,2363.09,86.20,396.97,870.00,89.91,11.45,127.03,524.48,219.68,344.60,112.08,2.24,3.32,1.96,6287.05,17.27,17.11,15.69,19.01,2744.46,0.92,419.79,61.27,59.35,216.00,47.65,5.46,876.80,326.34,6.85,216.99,604.07,249.61,12.05,22.45,722.05,196.70,5497.64,9.25,139.30,1.26,4.77,394.46,779.41,966.00,,24375.00,385.74,5.39,137.18,401.09,0.29,129.86,,172.23,0.00,11.19,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994M7,,,,62.76,58.45,113.64,61.94,67.18,97.09,39.40,47.97,31.11,46.29,,45.85,39.76,58.14,45.74,1491.95,446.17,64.32,99.39,33.10,28.50,1555.87,201.41,150.99,576.35,2447.24,82.02,401.81,870.00,92.84,11.45,126.11,579.05,228.02,332.00,98.73,2.35,3.43,1.90,6230.57,18.05,18.12,16.40,19.62,3553.91,0.90,419.79,60.59,57.98,226.00,56.75,5.24,875.95,285.23,6.92,199.92,539.25,223.24,11.77,22.73,660.62,181.78,5300.95,9.10,137.60,1.15,4.28,411.95,773.50,962.64,,23525.00,385.40,5.28,146.19,411.95,0.29,127.29,,175.14,0.00,11.40,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994M8,,,,63.15,58.64,116.38,61.24,67.56,97.44,38.68,46.86,30.78,45.29,,43.78,37.71,55.20,45.74,1457.07,407.38,66.16,99.78,33.10,28.50,1551.17,199.14,159.82,589.28,2409.75,76.94,409.34,870.00,91.37,11.45,119.62,570.57,212.55,358.80,96.16,2.35,3.55,1.63,5856.14,17.07,16.91,15.93,18.38,3548.05,0.94,472.52,60.12,55.89,250.00,57.20,5.02,887.33,302.11,7.04,192.50,539.25,214.10,12.09,21.89,643.35,183.82,5173.32,9.05,146.02,1.21,4.29,425.91,806.82,946.91,,22437.50,380.76,5.19,152.09,412.19,0.30,130.70,,176.00,0.00,11.27,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994M9,,,,64.66,59.35,127.49,62.48,68.60,95.26,40.43,49.46,31.69,47.73,,42.13,35.65,53.45,46.12,1571.09,438.41,72.27,100.16,33.10,29.00,1486.26,218.68,180.38,653.58,2504.84,75.29,418.10,870.00,92.93,11.45,119.79,612.95,219.09,300.06,97.61,2.35,3.60,1.48,6370.68,16.24,16.04,15.25,17.44,3596.26,0.90,507.39,50.41,56.13,259.75,57.45,5.28,861.73,293.53,7.07,186.32,569.89,207.88,12.59,21.78,667.00,201.20,5318.73,9.45,158.79,1.25,4.18,444.48,876.10,993.55,,25500.00,391.93,5.52,152.89,417.28,0.30,152.23,,178.50,0.00,11.45,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994M10,,,,64.14,59.20,122.56,63.72,68.02,94.29,41.38,51.57,31.52,49.60,,42.94,35.93,53.85,47.48,1694.26,323.80,80.14,96.38,33.10,30.75,1447.71,207.31,174.74,730.78,2546.02,73.88,430.60,870.00,98.66,11.45,123.61,640.64,218.47,291.50,96.11,2.44,3.42,1.52,6735.86,16.53,16.55,15.37,17.66,3694.03,1.00,510.69,45.41,54.33,261.75,62.05,5.35,806.86,285.91,7.28,179.34,567.25,198.71,12.76,21.52,647.48,190.79,5479.29,9.50,167.19,1.29,4.19,433.45,824.64,1059.55,,27333.33,389.59,5.46,154.59,419.40,0.32,177.38,,182.14,0.00,11.34,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994M11,,,,62.95,58.74,112.68,67.15,67.05,94.79,43.39,56.16,31.05,53.58,,44.07,37.41,53.83,47.29,1885.89,296.87,83.98,99.28,33.10,30.50,1430.62,188.12,159.11,654.94,2803.55,76.91,412.67,829.09,95.27,11.45,122.83,679.32,237.08,279.40,95.61,2.44,3.25,1.58,7474.55,17.14,17.41,15.92,18.09,3656.24,1.09,584.24,40.26,51.67,264.50,60.95,4.85,792.31,286.32,7.28,175.45,615.31,205.39,13.93,21.57,685.25,178.32,6139.09,9.60,161.99,1.21,4.42,446.07,881.70,1150.27,,26687.50,384.44,5.19,156.44,412.37,0.34,184.18,,180.73,0.00,11.35,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994M12,,,,63.47,60.73,95.86,69.93,68.01,98.70,44.28,58.49,30.54,55.51,,43.04,35.92,55.18,50.59,1878.38,537.38,86.49,100.95,36.10,32.00,1397.51,162.27,127.54,698.77,2980.70,86.38,412.64,770.00,93.13,11.45,120.51,634.38,226.50,273.10,102.56,2.44,3.23,1.69,8540.65,16.23,16.04,15.46,17.21,3587.45,1.11,590.02,45.43,51.25,260.50,66.47,4.89,777.81,306.55,7.28,173.45,638.46,206.38,14.67,22.31,688.39,172.36,5935.50,10.40,164.62,1.17,4.60,426.04,878.41,1112.75,,29250.00,379.40,4.78,153.73,410.85,0.33,189.00,,188.18,0.00,11.31,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
